A00.000 霍乱，由于O1群霍乱弧菌，霍乱生物型所致
M61.900 肌肉钙化和骨化
M62.000 肌肉分离
M62.100 肌肉的其他（非创伤性）破裂
M62.200 肌肉缺血性梗死
M62.200x001 骨筋膜室综合征
M62.202 非创伤性腔隙综合征
M62.203 肌间隙综合征
M62.300 不动综合征（截瘫性）
M62.400 肌肉挛缩
M62.401 肩区肌肉挛缩
M62.402 上臂肌肉挛缩
M62.403 前臂肌肉挛缩
M62.404 手部肌挛缩
M62.405 臀肌挛缩
M62.406 大腿肌肉挛缩
M62.407 小腿肌肉挛缩
M62.408 踝肌肉挛缩
M62.409 足肌肉挛缩
M62.410 头颈肌挛缩
M62.411 躯干肌挛缩
M62.500 肌肉的消瘦和萎缩，不可归类在他处者
M62.501 上臂肌肉萎缩
M62.502 前臂肌肉萎缩
M62.503 手肌肉萎缩
M62.504 大腿肌萎缩
M62.505 小腿肌肉萎缩
M62.506 咀嚼肌萎缩
M62.507 头颈部肌萎缩
M62.508 单侧肢体肌萎缩
M62.509 弥漫性肌肉萎缩
M62.510 失用性肌肉萎缩
M62.511 原发性肌肉萎缩
M62.512 全身性肌萎缩
M62.513 少肌症
M62.600 肌肉劳损
M62.600x081 陈旧性腰肌劳损
M62.601 上臂肌肉劳损
M62.602 前臂肌肉劳损
M62.603 大腿肌肉劳损
M62.604 小腿肌肉劳损
M62.605 头颈部肌肉劳损
M62.606 胸肌劳损
M62.607 躯干肌肉劳损
M62.800 肌肉其他特指的疾患
M62.800x002 肌肉血肿
M62.800x051 股四头肌内侧头囊肿
M62.800x053 髂肌囊肿
M62.800x061 腓骨长肌腱滑脱
M62.800x062 腓肠肌肥大
M62.800x081 咬肌肥大
M62.800x095 肌肉脂肪浸润
M62.800x096 肌肉血肿机化
M62.800x097 肌玻璃体变性
M62.800x101 筋膜病
M62.800x102 发作性四肢强直
M62.802 大腿肌肥厚
M62.803 横纹肌溶解症
M62.804 后天性肌强直
M62.805 后天性肌鞘疝
M62.806 后天性肌肉畸形
M62.807 后天性筋膜疝
M62.808 肌肉瘢痕
M62.809 肌肉变性
M62.810 肌肉肥大
M62.811 肌肉纤颤
M62.812 肌软化
M62.813 肌疝
M62.814 肌纤维变性
M62.815 肌张力缺失
M62.817 阔筋膜挛缩症
M62.819 膝关节肌肥大
M62.821 足筋膜挛缩
M62.822 疼痛性肌痉挛综合征
M62.900 肌肉疾患
M62.901 肌肉肿物
M65.000 腱鞘脓肿
M65.001 肩区腱鞘脓肿
M65.002 上臂腱鞘脓肿
M65.003 前臂腱鞘脓肿
M65.004 手腱鞘脓肿
M65.005 骨盆区腱鞘脓肿
M65.006 大腿腱鞘脓肿
M65.007 小腿腱鞘脓肿
M65.008 踝腱鞘脓肿
M65.009 足腱鞘脓肿
M65.010 特指部位腱鞘脓肿
M65.100 感染性（腱）滑膜炎，其他的
M65.101 感染性滑膜炎
M65.200 钙化性肌腱炎
M65.300 扳机指
M65.301 结节性腱鞘病
M65.400 桡骨茎突腱鞘炎[德奎尔万]
M65.800 滑膜炎和腱鞘炎，其他的
M65.800x093 创伤后滑膜炎
M65.802 指肌腱粘连
M65.803 肌腱钙化
M65.804 粘连性肌腱炎
M65.805 趾肌腱粘连
M65.806 应激性髋
M65.900 滑膜炎和腱鞘炎
M65.900x062 膝关节滑膜皱襞综合征
M65.900x093 狭窄性腱鞘炎
M65.901 肩关节滑膜炎
M65.902 肘关节滑膜炎
M65.903 腕关节滑膜炎
M65.904 手关节滑膜炎
M65.905 髋关节滑膜炎
M65.906 膝关节滑膜炎
M65.907 踝关节滑膜炎
M65.908 跖趾关节滑膜炎
M65.909 滑膜炎
M65.910 腱鞘炎
M66.000 腘囊肿破裂
M66.100 滑膜破裂
M66.101 多关节滑膜破裂
M66.102 肩锁关节滑膜破裂
M66.103 盂肱关节滑膜破裂
M66.104 胸锁关节滑膜破裂
M66.105 肘关节滑膜破裂
M66.106 腕关节滑膜破裂
M66.107 手骨间关节滑膜破裂
M66.108 髋关节滑膜破裂
M66.109 骶髂关节滑膜破裂
M66.110 膝关节滑膜破裂
M66.111 踝关节滑膜破裂
M66.112 足关节滑膜破裂
M66.113 滑膜囊肿破裂
M66.200 伸肌腱自发性破裂
M66.201 肩区伸肌腱自发性破裂
M66.202 上臂伸肌腱自发性破裂
M66.203 前臂伸肌腱自发性破裂
M66.204 手伸肌腱自发性破裂
M66.205 骨盆区伸肌腱自发性破裂
M66.206 大腿伸肌腱自发性破裂
M66.207 小腿伸肌腱自发性破裂
M66.208 踝伸肌腱自发性破裂
M66.209 足伸肌腱自发性破裂
M66.300 屈肌腱自发性破裂
M66.301 肩区屈肌腱自发性破裂
M66.302 上臂屈肌腱自发性破裂
M66.303 前臂屈肌腱自发性破裂
M66.304 手屈肌腱自发性破裂
M66.305 骨盆区屈肌腱自发性破裂
M66.306 大腿屈肌腱自发性破裂
M66.307 小腿屈肌腱自发性破裂
M66.308 踝屈肌腱自发性破裂
M66.309 足屈肌腱自发性破裂
M66.400 肌腱的自发性破裂，其他的
M66.500 肌腱的自发性破裂
M66.501 非创伤性肌腱断裂
M66.502 非创伤性肌腱连接点断裂
M67.000 后天性短跟腱
M67.001 跟腱挛缩
M67.100 腱（鞘）的其他挛缩
M67.100x041 掌腱膜挛缩
M67.100x051 髂胫束挛缩
M67.101 肌腱挛缩
M67.102 腓肠肌腱膜挛缩症
M67.103 拇指屈肌肌腱挛缩
M67.104 足跖腱膜挛缩
M67.200 滑膜肥大，不可归类在他处者
M67.300 短暂性滑膜炎
M67.301 中毒性滑膜炎
M67.302 暂时性髋关节滑膜炎
M67.400 腱鞘囊肿
M67.400x031 腕腱鞘囊肿
M67.401 肌腱腱鞘囊肿
M67.402 关节腱鞘囊肿
M67.800 滑膜和肌腱其他特指的疾患
M67.800x041 手指屈肌肌腱粘连
M67.800x091 滑膜脂肪疝
M67.800x092 肌腱滑脱
M67.800x093 肌腱松弛
M67.800x094 滑膜嵌顿
M67.800x095 瘢痕性肌腱粘连
M67.800x096 肌腱囊肿
M67.803 滑膜增生
M67.804 滑膜皱襞综合征
M67.805 肌腱疝
M67.806 腱鞘游离体
M67.807 韧带骨化
M67.900 滑膜和肌腱疾患
M67.901 肌腱疾患
M70.000 手和腕慢性碎裂音滑膜炎
M70.001 腕慢性碎裂音滑膜炎
M70.002 手慢性碎裂音滑膜炎
M70.100 手滑囊炎
M70.101 腕滑囊炎
M70.102 过度打击手
M70.200 鹰嘴囊炎
M70.201 矿工肘
M70.202 学生肘
M70.300 肘的其他滑囊炎
M70.301 过度打击肘
M70.400 髌前囊炎
M70.402 努恩膝
M70.403 髌前水囊瘤
M70.500 膝的其他滑囊炎
M70.500x002 膝假性滑囊炎
M70.501 鹅趾滑囊炎
M70.502 腘滑囊炎
M70.503 过度打击膝
M70.504 膝半膜肌肉滑囊炎
M70.600 转子滑囊炎
M70.600x001 转子腱炎
M70.700 髋的其他滑囊炎
M70.700x002 髂耻滑囊炎
M70.701 坐骨滑囊炎
M70.702 大粗隆滑囊炎
M70.800 与使用、过度使用和压迫有关的其他软组织疾患
M70.800x001 手指滑囊炎
M70.900 与使用、过度使用和压迫有关的软组织疾患
M70.901 体位性劳损
M70.902 职业性滑囊炎
M71.000 黏液囊脓肿
M71.001 肩区黏液囊脓肿
M71.002 上臂黏液囊脓肿
M71.003 前臂黏液囊脓肿
M71.004 手黏液囊脓肿
M71.005 骨盆区黏液囊脓肿
M71.006 大腿黏液囊脓肿
M71.007 小腿黏液囊脓肿
M71.008 踝黏液囊脓肿
M71.009 足黏液囊脓肿
M71.100 感染性滑囊炎，其他的
M71.101 肩区感染性滑囊炎
M71.102 上臂感染性滑囊炎
M71.103 前臂感染性滑囊炎
M71.104 手感染性滑囊炎
M71.105 骨盆区感染性滑囊炎
M71.106 大腿感染性滑囊炎
M71.107 小腿感染性滑囊炎
M71.108 踝感染性滑囊炎
M71.109 足感染性滑囊炎
M71.200 腘间隙滑膜囊肿[贝克]
M71.200x001 腘窝囊肿
M71.300 黏液囊囊肿，其他的
M71.300x021 肘窝囊肿
M71.301 肩区滑膜囊肿
M71.302 肘窝滑膜囊肿
M71.303 腕关节滑膜囊肿
M71.304 手关节滑膜囊肿
M71.305 坐骨滑膜囊肿
M71.306 髋关节滑膜囊肿
M71.307 膝关节滑膜囊肿
M71.308 踝关节滑膜囊肿
M71.309 足滑膜囊肿
M71.310 滑膜囊肿
M71.400 黏液囊钙沉着
M71.401 上臂滑膜钙化
M71.402 前臂滑膜钙化
M71.403 手部滑膜钙化
M71.404 骨盆区滑膜钙化
M71.405 大腿滑膜钙化
M71.406 小腿滑膜钙化
M71.407 踝关节滑膜钙化
M71.408 足滑膜钙化
M71.500 滑囊炎，其他的不可归类在他处者
M71.501 肘关节粘连性滑囊炎
M71.502 腕关节粘连性滑囊炎
M71.503 手骨间关节粘连性滑囊炎
M71.504 髋关节粘连性滑囊炎
M71.505 骶髂关节粘连性滑囊炎
M71.506 膝关节粘连性滑囊炎
M71.507 踝关节粘连性滑囊炎
M71.508 足粘连性滑囊炎
M71.800 黏液囊病，其他特指的
M71.801 异位滑囊
M71.900 黏液囊病
M71.900x001 肘关节粘液囊病
M71.900x002 腕关节粘液囊病
M71.900x003 手骨间关节粘液囊病
M71.900x004 髋关节粘液囊病
M71.900x005 骶髂关节粘液囊病
M71.900x006 膝关节粘液囊病
M71.900x007 踝关节粘液囊病
M71.909 滑囊炎
M72.000 掌腱膜纤维瘤病[迪皮特朗]
M72.001 掌筋膜挛缩症
M72.100 指节垫
M72.200 跖筋膜纤维瘤病
M72.201 足底筋膜纤维瘤病
M72.202 跖筋膜炎
M72.400 假肉瘤性纤维瘤病
M72.401 肩区结节性筋膜炎
M72.402 上臂结节性筋膜炎
M72.403 前臂结节性筋膜炎
M72.404 手结节性筋膜炎
M72.405 骨盆区结节性筋膜炎
M72.406 大腿结节性筋膜炎
M72.407 小腿结节性筋膜炎
M72.408 踝结节性筋膜炎
M72.409 足结节性筋膜炎
M72.410 结节性筋膜炎
M72.600 坏死性筋膜炎
M72.601 肩区坏死性筋膜炎
M72.602 上臂坏死性筋膜炎
M72.603 前臂坏死性筋膜炎
M72.604 手坏死性筋膜炎
M72.605 骨盆区坏死性筋膜炎
M72.606 大腿坏死性筋膜炎
M72.607 小腿坏死性筋膜炎
M72.608 踝坏死性筋膜炎
M72.609 足坏死性筋膜炎
M72.800 成纤维细胞疾患，其他的
M72.800x091 硬化性筋膜炎
M72.800x092 缺血性筋膜炎
M72.801 肩关节筋膜脓肿
M72.802 肘关节筋膜脓肿
M72.803 腕关节筋膜脓肿
M72.804 指纤维组织瘤样增生
M72.805 筋膜脓肿
M72.806 陈旧性筋膜炎
M72.900 成纤维细胞疾患
M72.900x051 臀部纤维瘤病
M72.900x052 臀肌筋膜炎
M72.900x071 趾筋膜炎
M72.900x073 掌跖纤维瘤病
M72.900x081 腰背部筋膜炎
M72.900x082 躯干纤维瘤病
M72.900x083 椎管内纤维瘤病
M72.900x084 颈部纤维瘤病
M72.900x093 下肢纤维瘤病
M72.901 多部位筋膜炎
M72.903 肩区筋膜炎
M72.904 肩区纤维瘤病
M72.905 上臂筋膜炎
M72.906 上臂纤维瘤病
M72.907 前臂筋膜炎
M72.908 前臂纤维瘤病
M72.909 手筋膜炎
M72.910 手纤维瘤病
M72.911 骨盆区筋膜炎
M72.912 骨盆区纤维瘤病
M72.913 大腿筋膜炎
M72.914 大腿纤维瘤病
M72.915 小腿筋膜炎
M72.916 小腿纤维瘤病
M72.917 踝筋膜炎
M72.918 踝纤维瘤病
M72.919 足筋膜炎
M72.920 足纤维瘤病
M72.921 纤维瘤病
M72.922 筋膜炎
M75.000 粘连性肩关节囊炎
M75.000x001 冻结肩
M75.001 肩周炎
M75.002 迪普莱关节周炎
M75.003 肱肩胛关节周炎
M75.004 肩黏性肌腱炎
M75.100 旋转袖综合征
M75.101 非创伤性冈上肌撕裂
M75.102 冈上肌综合征
M75.103 肩袖自发性破裂
M75.200 二头肌腱炎
M75.201 肱二头肌长头肌腱炎
M75.300 肩钙化性肌腱炎
M75.301 肩钙化性黏液囊
M75.302 冈上肌肌腱钙化
M75.400 肩撞击综合征
M75.500 肩滑囊炎
M75.501 肩峰下滑囊炎
M75.502 肩胛肱骨滑囊炎
M75.503 三角肌下滑囊炎
M75.504 喙突下滑囊炎
M75.600 退行性肩关节盂唇撕裂
M75.800 肩损害，其他的
M75.802 肩胛肱骨肌纤维变性
M75.803 肩胛肱骨肌纤维鞘炎
M75.804 肩腱鞘炎
M75.900 肩损害
M76.000 臀肌腱炎
M76.100 髂肌腱炎
M76.200 髂嵴骨刺
M76.300 髂胫带综合征
M76.301 涉及髂胫带弹响髋
M76.302 涉及髂胫带弹响膝
M76.400 胫侧滑囊炎[佩莱格里尼-施蒂达]
M76.400x001 胫骨侧粘液囊炎
M76.500 髌肌腱炎
M76.600 跟腱炎
M76.602 跟腱滑囊炎
M76.603 跟腱痛
M76.700 腓肌腱炎
M76.701 腓肠肌内外侧头肌腱炎
M76.800 下肢（不包括足）的其他肌腱端病
M76.800x072 踝关节撞击综合征
M76.801 髋部肌腱端病
M76.802 腓骨肌腱撞击综合征
M76.803 膝肌腱端病
M76.804 胫前综合征
M76.805 胫后综合征
M76.806 胫后肌腱炎
M76.807 踝滑囊炎
M76.900 下肢肌腱端病
M77.000 内上髁炎
M77.001 肱骨内上髁炎
M77.100 外上髁炎
M77.101 肱骨外上髁炎
M77.200 腕关节周围炎
M77.300 跟骨骨刺
M77.400 跖痛症
M77.500 足的其他肌腱端病
M77.501 踝肌腱端病
M77.502 跟骨滑囊炎
M77.503 脚趾滑囊炎
M77.800 肌腱端病，其他的不可归类在他处者
M77.800x001 胫后肌腱失能
M77.800x002 腓骨肌腱滑脱
M77.801 肘肌腱端病
M77.804 腕肌腱端病
M77.900 肌腱端病
M77.901 关节周围炎
M77.902 肌腱炎
M77.903 骨刺
M77.905 肌腱周围炎
M77.906 关节囊炎
M79.000 风湿病
M79.000x092 关节风湿病
M79.000x093 风湿性肌痛
M79.000x095 成纤维细胞性风湿病
M79.002 软组织风湿
M79.100 肌痛
M79.101 肩区肌痛
M79.102 上臂肌痛
M79.103 前臂肌痛
M79.104 手肌痛
M79.105 骨盆区肌痛
M79.106 大腿肌痛
M79.107 小腿肌痛
M79.108 踝肌痛
M79.109 足肌痛
M79.200 神经痛和神经炎
M79.200x001 多部位神经炎
M79.201 多部位神经痛
M79.203 下肢神经痛
M79.204 神经束膜炎
M79.205 慢性类风湿性神经炎
M79.206 神经肌肉痛
M79.207 神经痛
M79.208 神经炎
M79.209 神经病理性疼痛
M79.300 脂膜炎
M79.300x051 臀部脂膜炎
M79.301 组织细胞吞噬性脂膜炎
M79.302 结节性非化脓性脂膜炎
M79.303 嗜酸性脂膜炎
M79.400 髌下脂肪垫肥大
M79.401 膝脂肪垫肥大
M79.403 髌前脂肪垫肥大
M79.404 髌后脂肪垫肥大
M79.500 软组织内残留异物
M79.500x061 小腿软组织异物残留
M79.500x082 躯干软组织异物残留
M79.501 肩区软组织异物残留
M79.502 上臂软组织异物残留
M79.503 前臂软组织异物残留
M79.504 手软组织异物残留
M79.505 骨盆区软组织异物残留
M79.506 大腿软组织异物残留
M79.507 膝关节软组织异物残留
M79.508 踝软组织异物残留
M79.509 足软组织异物残留
M79.510 头颈部软组织异物残留
M79.511 胸壁异物
M79.600 肢痛
M79.600x002 跟痛症
M79.600x011 肩痛
M79.600x021 上臂疼痛
M79.600x051 下肢疼痛
M79.601 手痛
M79.602 跗骨痛
M79.603 脚趾痛
M79.604 足痛
M79.700 纤维肌痛
M79.701 肩部纤维肌炎
M79.702 腰纤维肌炎
M79.703 风湿性肌纤维组织炎
M79.704 纤维织炎
M79.705 肌纤维鞘炎
M79.800 软组织疾患，其他特指的
M79.800x001 肢体肿胀
M79.800x081 椎旁脓肿
M79.800x082 面部软组织下垂
M79.800x083 面部软组织增生性病变
M79.800x091 脂肪疝
M79.800x096 纤维结缔组织炎
M79.801 上肢肿胀
M79.802 下肢肿胀
M79.803 巨手
M79.804 手肿胀
M79.805 脚趾肿胀
M79.806 足肿胀
M79.807 筋膜腐坏
M79.808 脂肪坏死
M79.809 普罗菲谢病
M79.810 结缔组织炎
M79.811 脂肪液化
M79.812 脂肪萎缩
M79.900 软组织疾患
M79.900x001 肢体肿物
M79.901 肩区软组织疾患
M79.902 上臂软组织疾患
M79.903 前臂软组织疾患
M79.904 手软组织疾患
M79.905 骨盆区软组织疾患
M79.906 大腿软组织疾患
M79.907 小腿软组织疾患
M79.908 踝软组织疾患
M79.909 足软组织疾患
M80.000 绝经后骨质疏松伴有病理性骨折
M80.100 卵巢切除术后骨质疏松伴有病理性骨折
M80.200 失用性骨质疏松伴有病理性骨折
M80.300 手术后吸收不良性骨质疏松伴有病理性骨折
M80.400 药物性骨质疏松伴有病理性骨折
M80.500 特发性骨质疏松伴有病理性骨折
M80.800 骨质疏松伴有病理性骨折，其他的
M80.801 老年性骨质疏松伴病理性骨折
M80.900 骨质疏松伴有病理性骨折
M81.000 绝经后骨质疏松
M81.100 卵巢切除术后骨质疏松
M81.200 失用性骨质疏松
M81.300 手术后吸收不良性骨质疏松
M81.400 药物性骨质疏松
M81.500 特发性骨质疏松
M81.600 局限性骨质疏松[勒凯纳]
M81.800 骨质疏松，其他的
M81.800x091 老年性骨质疏松
M81.801 肝性骨营养不良
M81.900 骨质疏松
M81.900x101 脊椎松解
M81.903 骨脱矿质
M81.904 骨脱钙
M83.000 产褥期骨软化症
M83.100 老年性骨软化症
M83.200 吸收不良引起的成人骨软化症
M83.200x092 成人手术后吸收障碍性骨软化症
M83.300 营养不良引起的成人骨软化症
M83.400 铝骨病
M83.500 成人其他药物性骨软化症
M83.800 成人骨软化症，其他的
M83.801 麦角甾醇缺乏（维生素D2）伴成人骨软化
M83.802 全身骨内多发性吸收
M83.900 成人骨软化症
M83.900x091 骨软化症
M84.000 骨折连接不正
M84.000x021 肱骨骨折连接不正
M84.000x031 尺骨骨折连接不正
M84.000x032 桡骨骨折连接不正
M84.000x041 指骨骨折连接不正
M84.000x042 腕舟骨骨折连接不正
M84.000x043 掌骨骨折连接不正
M84.000x051 股骨骨折连接不正
M84.000x052 骨盆骨折连接不正
M84.000x061 胫骨骨折连接不正
M84.000x062 髌骨骨折连接不正
M84.000x063 腓骨骨折连接不正
M84.000x071 跟骨骨折连接不正
M84.000x072 踝关节骨折连接不正
M84.000x073 足舟骨连接不正
M84.000x074 足骨骨折连接不正
M84.000x081 下颌骨骨折连接不正
M84.000x082 面骨骨折连接不正
M84.100 骨折不连接[假关节]
M84.100x011 锁骨骨折不连接
M84.100x012 肩胛骨骨折不连接
M84.100x021 肱骨骨折不连接
M84.100x031 尺骨骨折不连接
M84.100x032 桡骨骨折不连接
M84.100x041 指骨骨折不连接
M84.100x042 掌骨骨折不连接
M84.100x043 舟骨骨折不连接
M84.100x044 腕骨骨折不连接
M84.100x051 股骨骨折不连接
M84.100x052 髋臼骨折不连接
M84.100x061 腓骨骨折不连接
M84.100x062 胫骨骨折不连接
M84.100x063 髌骨骨折不连接
M84.100x071 跖骨骨折不连接
M84.100x072 跟骨骨折不连接
M84.100x073 踝关节骨折不连接
M84.100x074 距骨骨折不连接
M84.100x075 趾骨骨折不连接
M84.100x081 腰椎骨折不连接
M84.200 骨折延迟愈合
M84.300 应力骨折，不可归类在他处者
M84.300x091 应力性骨折
M84.301 疲劳性骨折
M84.400 病理性骨折，不可归类在他处者
M84.401 自发性骨折
M84.800 骨的其他连续性疾患
M84.801 颅骨分离
M84.900 骨的连续性疾患
M85.000 骨纤维性结构不良（单骨性）
M85.000x001 额骨纤维性结构不良
M85.000x002 枕骨纤维性结构不良
M85.000x004 肩胛骨纤维结构不良
M85.000x007 尺骨纤维结构不良
M85.000x008 掌指骨纤维性结构不良
M85.000x011 锁骨纤维异常增殖症
M85.000x031 桡骨纤维异常增殖症
M85.000x051 股骨纤维结构不良
M85.000x052 髋骨纤维异常增殖症
M85.000x053 骨盆骨纤维结构不良
M85.000x054 坐骨纤维异常增殖症
M85.000x061 胫骨纤维结构不良
M85.000x062 腓骨纤维结构不良
M85.000x071 跟骨纤维结构不良
M85.000x081 颅骨纤维增殖症
M85.000x082 肋骨纤维异常增殖症
M85.000x083 颧骨纤维异常增殖症
M85.000x084 椎骨纤维异常增殖症
M85.001 骨纤维异样增殖症
M85.002 贾菲利希滕斯坦（-尤林格）综合征
M85.003 肱骨纤维结构不良
M85.100 氟骨症
M85.200 颅骨肥大
M85.201 额骨内面骨肥厚
M85.202 狮面骨
M85.300 致密性骨炎
M85.400 单一性骨囊肿
M85.500 动脉瘤性骨囊肿
M85.600 骨囊肿，其他的
M85.600x021 肱骨骨囊肿
M85.600x031 桡骨骨囊肿
M85.600x032 尺骨骨囊肿
M85.600x041 腕骨骨囊肿
M85.600x042 指骨骨囊肿
M85.600x043 掌骨骨囊肿
M85.600x051 股骨骨囊肿
M85.600x052 坐骨结节囊肿
M85.600x053 髂骨骨囊肿
M85.600x061 腓骨骨囊肿
M85.600x062 胫骨骨囊肿
M85.600x071 距骨骨囊肿
